Date,Close/Last,Volume,Open,High,Low
09/26/2023,$60.19,1621816,$60.75,$61.05,$60.03
09/25/2023,$61.23,3581762,$60.36,$61.32,$60.20
09/22/2023,$60.64,2423860,$61.09,$61.35,$60.515
09/21/2023,$60.68,1953245,$61.21,$61.64,$60.68
09/20/2023,$61.62,2668562,$61.91,$62.49,$61.59
09/19/2023,$61.69,1187391,$62.55,$62.55,$61.56
09/18/2023,$62.15,2207739,$62.30,$62.42,$61.74
09/15/2023,$62.11,2871506,$62.03,$62.28,$61.86
09/14/2023,$62.12,1992544,$61.70,$62.19,$61.49
09/13/2023,$61.07,2150966,$60.82,$61.49,$60.62
09/12/2023,$60.58,1729152,$60.31,$60.765,$60.15
09/11/2023,$60.30,3105160,$59.60,$60.41,$59.36
09/08/2023,$59.12,2260969,$59.10,$59.35,$58.84
09/07/2023,$59.03,3497561,$59.66,$60.03,$58.89
09/06/2023,$59.95,3476057,$60.36,$60.68,$59.64
09/05/2023,$60.64,1194811,$61.03,$61.28,$60.61
09/01/2023,$61.23,1936034,$61.25,$61.66,$61.0654
08/31/2023,$61.01,1438562,$61.61,$61.95,$60.815
08/30/2023,$61.64,1451358,$61.74,$61.98,$61.33
08/29/2023,$61.39,2202128,$60.17,$61.59,$60.06
08/28/2023,$60.30,2050043,$59.34,$60.63,$59.30
08/25/2023,$59.08,5022327,$59.37,$59.45,$57.88
08/24/2023,$59.41,2887440,$60.81,$60.82,$59.39
08/23/2023,$61.53,1367729,$60.85,$61.8708,$60.70
08/22/2023,$60.86,7280123,$61.64,$61.775,$60.65
08/21/2023,$61.68,1884271,$62.18,$62.39,$61.50
08/18/2023,$61.92,1970136,$61.63,$62.20,$61.55
08/17/2023,$61.99,1296244,$62.63,$62.83,$61.89
08/16/2023,$62.21,1337223,$62.15,$62.64,$62.00
08/15/2023,$62.43,2454143,$63.34,$63.34,$62.145
08/14/2023,$63.79,1282703,$63.97,$64.11,$63.48
08/11/2023,$64.13,1333844,$63.54,$64.38,$63.54
08/10/2023,$63.85,2716085,$63.88,$64.51,$63.76
08/09/2023,$63.51,1335021,$63.56,$63.87,$63.18
08/08/2023,$63.68,1614844,$63.76,$63.86,$63.25
08/07/2023,$64.79,635272,$64.75,$65.16,$64.665
08/04/2023,$64.55,1536988,$64.35,$65.2201,$64.35
08/03/2023,$64.36,1534580,$64.01,$64.47,$63.48
08/02/2023,$64.38,1761052,$64.63,$64.69,$63.89
08/01/2023,$65.28,2013337,$65.53,$65.585,$64.94
07/31/2023,$65.94,3008280,$65.15,$66.15,$65.09
07/28/2023,$65.03,2196943,$65.39,$65.60,$64.98
07/27/2023,$64.87,2817192,$65.32,$65.66,$64.74
07/26/2023,$65.12,1567778,$64.37,$65.295,$64.30
07/25/2023,$64.70,1634816,$65.59,$65.69,$64.48
07/24/2023,$65.55,2126496,$65.26,$65.9099,$65.01
07/21/2023,$65.26,1173433,$65.12,$65.36,$64.925
07/20/2023,$65.12,1489468,$65.40,$65.52,$64.61
07/19/2023,$65.35,1858961,$64.70,$65.481,$64.465
07/18/2023,$64.55,3562817,$63.86,$64.77,$63.59
07/17/2023,$63.89,2065893,$63.39,$63.965,$63.36
07/14/2023,$63.43,1525911,$63.86,$63.93,$63.18
07/13/2023,$63.49,1490937,$62.64,$63.645,$62.60
07/12/2023,$62.24,2255371,$62.09,$62.33,$61.725
07/11/2023,$61.55,1168863,$61.29,$61.57,$60.95
07/10/2023,$61.04,1396607,$60.75,$61.20,$60.665
07/07/2023,$60.89,4544013,$60.03,$61.25,$60.01
07/06/2023,$60.93,7167186,$62.06,$62.06,$60.63
07/05/2023,$62.62,3841385,$62.63,$62.90,$62.30
07/03/2023,$62.79,527192,$62.23,$62.86,$62.14
06/30/2023,$62.01,2229240,$61.77,$62.295,$61.62
06/29/2023,$61.51,2418556,$60.88,$61.5201,$60.66
06/28/2023,$60.75,2323518,$60.55,$60.795,$60.2004
06/27/2023,$60.76,2526857,$60.45,$60.96,$60.25
06/26/2023,$60.29,1522196,$59.20,$60.50,$59.17
06/23/2023,$59.13,1485594,$59.06,$59.28,$58.85
06/22/2023,$59.79,3412532,$60.48,$60.55,$59.615
06/21/2023,$60.60,3936148,$60.62,$60.78,$60.29
06/20/2023,$60.61,1637332,$61.00,$61.01,$60.36
06/16/2023,$61.16,1978476,$61.02,$61.38,$60.96
06/15/2023,$60.98,1589983,$60.00,$61.13,$59.91
06/14/2023,$59.96,1558601,$60.32,$60.51,$59.77
06/13/2023,$59.96,1694657,$59.19,$60.34,$59.16
06/12/2023,$58.99,1366500,$59.06,$59.21,$58.68
06/09/2023,$59.27,1533043,$59.35,$59.78,$58.955
06/08/2023,$59.17,2467339,$58.55,$59.39,$58.06
06/07/2023,$58.24,3072835,$58.22,$58.45,$57.82
06/06/2023,$58.15,3362372,$57.67,$58.20,$57.55
06/05/2023,$57.70,1646835,$58.91,$59.09,$57.695
06/02/2023,$58.77,1805439,$57.96,$58.82,$57.87
06/01/2023,$57.46,2570904,$56.91,$57.64,$56.35
05/31/2023,$56.60,1897682,$56.50,$56.855,$56.29
05/30/2023,$57.00,1841008,$57.76,$58.06,$56.89
05/26/2023,$57.50,2055358,$57.09,$57.65,$57.00
05/25/2023,$57.06,4802607,$58.96,$59.13,$57.03
05/24/2023,$59.68,2273589,$60.42,$60.73,$59.60
05/23/2023,$61.21,1299931,$61.00,$61.3607,$60.73
05/22/2023,$61.12,1040227,$61.27,$61.27,$60.685
05/19/2023,$60.92,1598324,$61.09,$61.45,$60.59
05/18/2023,$60.93,1687268,$61.03,$61.05,$60.45
05/17/2023,$61.18,3345838,$60.85,$61.25,$60.38
05/16/2023,$60.45,1519376,$61.57,$61.81,$60.425
05/15/2023,$61.58,1324436,$60.85,$61.595,$60.79
05/12/2023,$60.75,938090,$60.98,$61.28,$60.38
05/11/2023,$60.89,1287232,$60.51,$61.03,$60.33
05/10/2023,$61.40,1649672,$61.34,$61.51,$60.97
05/09/2023,$60.79,2033771,$60.57,$61.03,$60.44
05/08/2023,$61.53,5084768,$62.86,$63.168,$61.27
05/05/2023,$62.25,2678234,$61.24,$62.48,$61.19
05/04/2023,$60.33,4917844,$60.75,$61.39,$59.48
05/03/2023,$59.76,1843669,$59.50,$60.70,$59.43
05/02/2023,$59.52,3925187,$60.24,$60.26,$59.16
05/01/2023,$60.52,2822835,$60.46,$61.35,$60.46
04/28/2023,$60.63,1989136,$59.98,$60.645,$59.83
04/27/2023,$60.40,1837075,$59.79,$60.46,$59.79
04/26/2023,$59.51,1915460,$59.45,$59.96,$59.16
04/25/2023,$59.51,2122564,$60.45,$60.66,$59.465
04/24/2023,$61.12,1539123,$61.55,$61.74,$60.825
04/21/2023,$61.71,1616870,$61.67,$61.79,$60.95
04/20/2023,$61.96,1406676,$61.63,$62.07,$61.60
04/19/2023,$62.13,1601073,$62.11,$62.38,$61.86
04/18/2023,$62.18,2068714,$61.58,$62.36,$61.51
04/17/2023,$61.23,3511188,$60.76,$61.33,$60.425
04/14/2023,$60.83,2046699,$61.07,$61.20,$60.61
04/13/2023,$60.62,3686802,$60.18,$60.95,$59.99
04/12/2023,$59.89,3529804,$60.59,$60.81,$59.63
04/11/2023,$60.44,2132538,$59.35,$60.50,$59.23
04/10/2023,$59.28,2175702,$58.50,$59.32,$58.50
04/06/2023,$59.07,2282842,$58.94,$59.22,$58.53
04/05/2023,$58.98,3467175,$58.79,$59.21,$58.18
04/04/2023,$60.54,2677729,$61.82,$62.12,$60.37
